distance,elevation
0,313.1666870117188
0.02154592091049661,312.744384765625
0.04393052878357346,312.3262634277344
0.06656777045876225,311.9767456054688
0.07006752387536977,311.9184875488281
0.10369285056926092,311.4233093261719
0.1394162854324584,311.3283081054688
0.2020074520875078,311.1854553222656
0.259867459340829,311.0026245117188
0.3076812147758605,311
0.36806028818605413,310.9501953125
0.3833168365872545,310.9489440917969
0.40891752635644557,311
0.43654418741744616,311
0.4832234978937812,310.8443603515625
0.5753015365465313,310.9095153808594
0.6526770076612656,312.1720581054688
0.6722120070390338,312.6875
0.6809537903166215,312.8973388671875
0.6910330400970578,313.0711364746094
0.7499010397135611,313.8575744628906
0.769718655256721,314.1197204589844
0.7882264127292244,314.3673095703125
0.7915855664800175,314.4109802246094
0.8833740576945511,315
0.9132958503907166,314.9952087402344
0.9321014282621166,314.9459533691406
0.950608698758854,314.8360290527344
0.9803463379335967,314.5258178710938
1.017279585378913,313.9752502441406
1.0578777195755353,313.5642700195312
1.078176564674454,313.4186096191406
1.088404934386446,313.3166809082031
1.145937291521786,313.8407897949219
1.1526923899503707,313.8890991210938
1.1928478888168317,314.2776184082031
1.2206666850802381,314.6304321289062
1.247541088886659,315.0229797363281
1.2773831054763456,314.8983154296875
1.2857884989805415,314.8334350585938
1.306949489585481,314.5587158203125
1.400437238157759,313.8807067871094
1.4299834761719308,314.0287780761719
1.4556144243189648,314.0583801269531
1.485212321030577,314.04443359375
1.499667447705388,314.0551452636719
1.5120800337020381,314.1087036132812
1.5188351321306228,314.1446838378906
1.5288745118363234,314.3089294433594
1.5334766711533996,314.4010314941406
1.5382537187505387,314.5188598632812
1.5446911440322733,314.6863403320312
1.5537801762795393,314.8552856445312
1.5647971711666309,314.991455078125
1.5659083603402577,314.9732666015625
1.5777555095875149,314.9227294921875
1.5989165001924543,314.7591247558594
1.6319332443788699,314.5555725097656
1.6516313464538754,314.5311889648438
1.6836404543632766,314.6411743164062
1.7092715783266683,314.7692565917969
1.7152192576967744,314.7781982421875
1.7609996334875948,314.7816162109375
1.8192171133358128,314.3583679199219
1.8256180338396404,314.3282470703125
1.8832552540191418,314.4888000488281
1.8896547663345236,314.532470703125
1.9118147880096825,314.6635437011719
1.926166355168361,314.7363586425781
1.969484531653143,314.9985046386719
2.0620456195260513,315.4906311035156
2.114931227250788,315.1318054199219
2.144670836342496,315.0104064941406
2.204933591964504,314.5726318359375
2.2168297083467516,314.5091857910156
2.2662288233538113,314.6150817871094
2.315028798634321,314.8917846679688
2.376583999552876,315.3522338867188
2.3788084046933893,315.3447570800781
2.411072302236606,315.2501831054688
2.444497752036293,315.146240234375
2.4601012570767784,315.0893249511719
2.513474823845799,314.5852966308594
2.523482283184135,314.4542236328125
2.5469288033513355,314.1483764648438
2.581544795883419,314.3031005859375
2.596038838660878,314.4924011230469
2.6149419321929868,314.739990234375
2.641649646126378,315.0895080566406
2.683916862265877,315.6429443359375
2.6883646594966155,315.7012023925781
2.733954562578263,315.7606506347656
2.8067240011661947,315.3141174316406
2.851359141730193,315.4597473144531
2.8812013093265647,315.6693115234375
2.8906453437438975,315.7919006347656
2.901509111410993,315.955078125
2.9128259404927865,316.1564025878906
2.9258490427281396,316.4632873535156
2.933594855519248,316.6662902832031
2.9428489777369737,316.8746643066406
2.9470765308727946,316.9328918457031
2.950247995085533,316.9765930175781
2.955025042682672,317.0057373046875
2.9580939647712707,317.0057373046875
2.962696124088347,317.0057373046875
2.9672678279660007,316.9620361328125
2.97121763839115,316.9474792480469
2.9779720696824628,316.8746643066406
2.9847265009737756,316.8018493652344
2.9858417382088,316.7872619628906
3.0004509820103245,316.6270751953125
3.0349375928885727,316.4063720703125
3.053870462030191,316.4209594726562
3.0794671029096103,316.4355163574219
3.1108873880069923,316.3917846679688
3.1259483277323823,316.33349609375
3.1403002088850696,316.2682800292969
3.156538308132267,316.1744689941406
3.165396336142151,316.1083984375
3.173906691245668,316.0435180664062
3.1769741445990363,316.0191345214844
3.1808467600938957,315.9924621582031
3.184719375588755,315.9633483886719
3.19115750085693,316.0396423339844
3.1968914671105817,316.1406555175781
3.203611115993334,316.2500610351562
3.2105951542842535,316.358642578125
3.2145438236403554,316.4147644042969
3.2184924929964573,316.4683532714844
3.226558083275764,316.5562438964844
3.2457251414127226,316.7326354980469
3.2524795727040354,316.7894287109375
3.276420967430582,316.9694519042969
3.2838082513626756,317.0143432617188
3.287758061787825,317.0401000976562
3.2901465855863945,317.0508728027344
3.293215507674993,317.0716857910156
3.295329817150152,317.0750122070312
3.2977202268738464,317.0682983398438
3.2992568889152767,317.0595397949219
3.301719723535857,317.0398864746094
3.3081192358512386,316.9958801269531
3.3194380557552976,316.9657897949219
3.34300324567467,316.9220275878906
3.347575935151964,316.9200134277344
3.3510756885685713,316.9216613769531
3.3541431419219396,316.9351501464844
3.3566041461189147,316.941162109375
3.358994555842609,316.9585266113281
3.3600559647411896,316.9678955078125
3.3611173736397704,316.9772644042969
3.3644778686378722,316.9947204589844
3.3669388728348473,316.9862365722656
3.368472599511531,316.9780578613281
3.3709336037085063,316.9710388183594
3.377932466701695,316.9619445800781
3.3859980569810015,316.9595336914062
3.3960607507474254,316.9705810546875
3.4050189412434055,316.9833679199219
3.412803056781326,316.9975891113281
3.4372888191860804,317.2653198242188
3.470664078973741,317.658447265625
3.499594121542185,318.0229797363281
3.5051533108115693,318.0957946777344
3.51081212353793,318.154052734375
3.5232250725765364,318.2851257324219
3.531630466080732,318.3433837890625
3.536555220365213,318.3724975585938
3.5420179198314523,318.3870849609375
3.547402517369176,318.3724975585938
3.5551267743234276,318.2996826171875
3.5605264150001448,318.2414245605469
3.565810483324653,318.1686096191406
3.574442289635196,318.0084228515625
3.5890804998832957,317.7317199707031
3.6015257172416315,317.4986877441406
3.6064504715261125,317.4113159179688
3.6303918662526593,317.0343322753906
3.649091228298027,316.8556518554688
3.657601583401544,316.7828369140625
3.671930524909292,316.6080932617188
3.6825573431688983,316.4624633789062
3.6964035839632587,316.2876892089844
3.7267592846617057,316.0583801269531
3.7568774237788327,316.74267578125
3.7830787060821796,317.2957458496094
3.811171534951925,317.8036193847656
3.8423617899002656,318.2401428222656
3.859857981552125,318.4585876464844
3.86580641854014,318.5314025878906
3.8840493174050987,318.8020324707031
3.8871182394936974,318.8602600097656
3.909414092849859,319.2826232910156
3.9788167954955145,320
4.004920032112733,320
4.027165299006603,320
4.047244282850712,319.9539794921875
4.081536431617457,319.5361938476562
4.116021735773861,319.1546936035156
4.13441616941151,319.0420532226562
4.146357278973237,319.0087280273438
4.168212407301902,318.9636535644531
4.1798902207579065,318.9782409667969
4.187615061093221,318.9490966796875
4.190976896803524,318.9345397949219
4.194337391801626,318.9199829101562
4.202007787886687,318.84716796875
4.209906267750362,318.759765625
4.2193498249914105,318.6432495117188
4.228493232746719,318.5267639160156
4.257259411314315,318.1626586914062
4.267487781026307,318.0315856933594
4.281484863128237,318.1725158691406
4.289383342991912,318.2643737792969
4.294845217463891,318.3185729980469
4.301094383479924,318.3425598144531
4.309836682238438,318.385498046875
4.312227091962132,318.4047546386719
4.31913392034163,318.4591064453125
4.326879151331349,318.4967346191406
4.330239646329451,318.5026245117188
4.3312968010670305,318.5024108886719
4.3334111105421895,318.5019836425781
4.34317884090946,318.4997253417969
4.358140414962248,318.5202026367188
4.372469985442694,318.6031494140625
4.4013484229997575,318.615966796875
4.408746069921378,318.5850219726562
4.41297255697393,318.5673522949219
4.423771838327365,318.4774169921875
4.4524366393594,318.0744323730469
4.457008343237053,318.1810607910156
4.470332470875904,318.4978332519531
4.484627091516385,318.9137573242188
4.501930856372458,319.1663818359375
4.571419473883678,318.97705078125
4.608467114865231,318.7596435546875
4.624263504047763,318.9343872070312
4.640428172665172,319.0616149902344
