Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-05-21,4.79732,4.99719,4.6707,4.79732,35731.167569125
2010-05-24,4.76403,4.95733,4.74405,4.95733,4837.602162373
2010-05-25,4.79732,4.91719,4.79732,4.91719,378.19459461108
2010-05-26,4.91719,5.1904,4.91719,4.99719,5103.9827029252
2010-05-27,5.01717,5.19715,5.01717,5.1904,1220.0886487018
2010-05-28,5.19715,5.19715,5.06378,5.15711,1520.4518919582
2010-05-31,5.14369,5.14369,4.79067,5.0106,11986.028108631
2010-06-01,5.06378,5.06378,4.86392,5.06378,5201.5459461727
2010-06-02,5.1904,5.1904,4.99719,4.99719,3996.8043244985
2010-06-04,5.25033,5.25033,4.97712,5.1904,3430.0605406901
2010-06-07,5.16376,5.16376,4.99719,5.09042,2744.9254055251
2010-06-08,5.08385,5.08385,4.74405,5.06378,6191.4291894591
2010-06-09,5.09042,5.09042,4.93051,5.08385,1345.0572973559
2010-06-10,5.08385,5.19715,4.88389,5.19715,31014.149190541
2010-06-11,5.1904,5.1904,5.1904,5.1904,575.5135135386
2010-06-14,5.25033,5.33699,5.00385,5.21038,17756.510271044
2010-06-15,5.16376,5.32367,5.16376,5.19715,12382.858378918
2010-06-16,5.32367,5.32367,5.14369,5.14369,1051.2713513972
2010-06-17,5.32367,5.32367,5.31701,5.31701,690.61621624632
2010-06-18,5.08385,5.31701,5.08385,5.31701,1008.5189189629
2010-06-21,5.31701,5.31701,5.31701,5.31701,74.542702705952
2010-06-22,5.31701,5.32367,5.17042,5.29038,1848.2205406211
2010-06-23,5.29038,5.29038,5.15711,5.15711,6803.1178381344
2010-06-24,5.15711,5.15711,4.82396,4.94391,25056.214055146
2010-06-25,4.83052,5.15035,4.83052,5.00385,1949.0724325174
2010-06-28,5.12381,5.12381,5.00385,5.0106,610.59243245905
2010-06-29,5.15711,5.15711,4.8173,5.09717,1635.5545946659
2010-06-30,5.05703,5.06378,4.94391,5.06378,2406.1945946995
2010-07-01,5.18365,5.1904,5.03058,5.03058,2675.8637839004
2010-07-02,5.06378,5.06378,4.98387,4.98387,299.26702704007
2010-07-05,5.03714,5.18365,4.98387,5.09717,2145.2951352286
2010-07-06,5.1904,5.1904,5.1904,5.1904,73.446486489688
2010-07-07,5.19715,5.19715,4.99719,5.13055,6065.3643245887
2010-07-08,5.13055,5.13055,5.13055,5.13055,301.4594594726
2010-07-09,5.13055,5.13055,5.13055,5.13055,2.192432432528
2010-07-12,5.25699,5.25699,4.99719,5.02382,5201.5459461727
2010-07-13,5.17717,5.17717,4.98387,5.09717,3255.7621623041
2010-07-14,5.16376,5.16376,5.16376,5.16376,1.096216216264
2010-07-15,5.15035,5.15035,5.15035,5.15035,1.096216216264
2010-07-16,4.91053,5.13055,4.91053,5.13055,82.2162162198
2010-07-19,5.06378,5.06378,4.91719,4.99719,1304.4972973542
2010-07-20,5.09717,5.16376,4.97046,5.13055,13676.39351411
2010-07-21,5.17717,5.17717,5.03058,5.13713,3732.6162163789
2010-07-22,5.16376,5.1904,5.06378,5.13055,1790.1210811591
2010-07-23,5.16376,5.18365,5.09717,5.13055,2535.5481082186
2010-07-26,5.16376,5.16376,5.13055,5.13055,9491.0400004137
2010-07-27,5.13055,5.1904,5.13055,5.1904,4428.7135137066
2010-07-28,5.1904,5.1904,5.1904,5.1904,1297.9200000566
2010-07-29,5.1904,5.21038,5.1904,5.21038,11159.481081568
2010-07-30,5.14369,5.1904,5.14369,5.1904,6556.469189475
2010-08-02,4.99719,5.09717,4.91719,5.07054,13096.495135706
2010-08-03,5.09717,5.19715,5.09717,5.19715,15338.257297966
2010-08-04,5.00385,5.09717,5.00385,5.03714,135697.31676267
2010-08-05,5.16376,5.16376,4.99719,4.99719,20864.283244153
2010-08-06,5.03058,5.03058,4.93051,4.93051,54044.555678031
2010-08-09,4.93051,5.12381,4.91719,5.03058,5302.397838069
2010-08-10,5.02382,5.02382,4.96389,4.96389,64281.022705505
2010-08-11,5.06378,5.06378,4.99719,4.99719,602.9189189452
2010-08-12,4.99719,4.99719,4.80398,4.99719,2065.2713514414
2010-08-13,4.93051,4.93051,4.93051,4.93051,1893.1654054879
2010-08-16,4.93051,4.99719,4.93051,4.99719,1087.4464865339
2010-08-17,4.99719,5.18365,4.83052,5.18365,11265.814054545
2010-08-18,5.06378,5.19715,5.06378,5.17042,14099.532973588
2010-08-19,5.1904,5.1904,5.0439,5.0439,6993.8594597643
2010-08-20,5.17717,5.17717,5.03058,5.13055,3322.6313514962
2010-08-23,5.03058,5.17717,4.97712,4.97712,7836.8497300713
2010-08-24,4.93051,5.13055,4.93051,4.97046,1691.4616216954
2010-08-25,4.93717,4.93717,4.87742,4.90396,1802.179459538
2010-08-26,4.90396,4.92403,4.89055,4.89721,4976.8216218386
2010-08-27,5.08385,5.09717,4.95057,5.06378,2350.28756767
2010-08-30,5.06378,5.15035,4.99719,5.15035,5987.532973234
2010-08-31,4.97712,5.17717,4.97712,5.06378,1844.9318919723
2010-09-01,5.13055,5.13055,4.94391,4.94391,1881.107027109
2010-09-02,5.05703,5.12381,4.99719,5.06378,5118.2335137366
2010-09-03,5.11715,5.11715,4.99719,4.99719,4029.6908109865
2010-09-06,5.13055,5.18365,5.07054,5.17717,12201.982703235
2010-09-07,5.18365,5.18365,5.16376,5.16376,2033.4810811697
2010-09-08,5.1904,5.1904,4.98387,5.17042,4499.9675677637
2010-09-09,5.17042,5.17042,5.12381,5.12381,61.388108110784
2010-09-10,5.17042,5.17042,4.96389,4.96389,41372.29621802
2010-09-13,4.98387,5.11715,4.98387,5.11715,366.13621623218
2010-09-14,5.10374,5.10374,5.10374,5.10374,2.192432432528
2010-09-15,5.10374,5.10374,4.96389,4.96389,1420.6962162781
2010-09-16,4.99719,4.99719,4.97046,4.97046,1384.5210811414
2010-09-17,4.99719,4.99719,4.97046,4.97046,9061.3232436382
2010-09-20,4.88389,4.99044,4.86392,4.99044,3253.5697298716
2010-09-21,5.05703,5.05703,5.05046,5.05046,58.099459461992
2010-09-22,5.0439,5.05046,4.99719,4.99719,5487.6583786176
2010-09-23,5.15035,5.15035,5.15035,5.15035,3901.4335136836
2010-09-24,5.03058,5.0439,4.99719,5.03058,4230.2983785628
2010-09-27,5.13055,5.13055,5.13055,5.13055,2.192432432528
2010-09-28,5.13055,5.13055,5.13055,5.13055,2.192432432528
2010-09-29,5.09042,5.09042,5.09042,5.09042,2.192432432528
2010-09-30,4.90396,5.12381,4.90396,5.12381,2640.78486498
2010-10-01,5.13055,5.13055,4.93051,4.93051,4081.2129731509
2010-10-04,4.99719,4.99719,4.99719,4.99719,9320.0302706765
2010-10-05,5.02382,5.02382,4.99719,4.99719,9423.0745950053
2010-10-06,5.0106,5.0106,4.99719,4.99719,753.10054057337
2010-10-07,4.99719,4.99719,4.99719,4.99719,22404.467028004
2010-10-08,4.99719,5.06378,4.99719,4.99719,1144.4497297796
2010-10-11,4.99719,4.99719,4.61067,4.7372,52528.488650938
2010-10-12,4.91053,4.91053,4.75061,4.76403,3853.200000168
2010-10-13,4.83052,4.83052,4.74405,4.79067,1566.4929730413
2010-10-14,4.79732,4.95733,4.74405,4.95733,7265.7210813978
2010-10-15,4.87742,4.93051,4.79732,4.93051,4045.0378380142
2010-10-18,4.93051,4.93051,4.83052,4.93051,619.36216218916
2010-10-19,4.93717,4.93717,4.86392,4.86392,2285.6108109104
2010-10-20,4.83052,4.93051,4.83052,4.86392,2556.3762163276
2010-10-21,4.93051,4.93051,4.86392,4.88389,1939.206486571
2010-10-22,4.93051,4.93051,4.86392,4.86392,2624.341621736
2010-10-25,4.93051,4.93051,4.86392,4.86392,1713.3859460206
2010-10-26,4.86392,4.86392,4.86392,4.86392,1430.5621622245
2010-10-27,4.87066,4.87066,4.86392,4.86392,810.1037838191
2010-10-28,4.89721,4.89721,4.89721,4.89721,1.096216216264
2010-10-29,4.77743,4.89721,4.77743,4.89721,5053.556756977
2010-11-02,4.89721,4.89721,4.86392,4.86392,1198.1643243766
2010-11-03,4.89721,4.89721,4.86392,4.89055,3095.7145947295
2010-11-04,4.89055,4.89055,4.86392,4.86392,4817.8702704803
2010-11-05,4.89721,4.89721,4.86392,4.88389,3371.9610812281
2010-11-08,4.89721,4.89721,4.89721,4.89721,816.68108111668
2010-11-09,4.80398,4.85734,4.80398,4.85734,1985.2475676541
2010-11-10,4.89721,4.89721,4.86392,4.86392,5750.7502705209
2010-11-12,4.86392,4.86392,4.83052,4.83052,811.20000003536
2010-11-15,4.86392,4.86392,4.67736,4.82396,3343.4594596052
2010-11-16,4.67736,4.69734,4.61743,4.63075,5680.59243268
2010-11-17,4.61743,4.66404,4.55084,4.66404,3700.8259461073
2010-11-18,4.56406,4.56406,4.5575,4.5575,1004.1340540978
2010-11-19,4.56406,4.56406,4.5575,4.56406,6849.1589192175
2010-11-22,4.56406,4.7372,4.55084,4.5575,1073.1956757225
2010-11-23,4.54408,4.71075,4.53068,4.53752,5459.1567569947
2010-11-24,4.65738,4.65738,4.53752,4.53752,179.7794594673
2010-11-25,4.53068,4.53068,4.53068,4.53068,972.34378382617
2010-11-26,4.65738,4.65738,4.53068,4.53068,155.66270270949
2010-11-29,4.49747,4.53068,4.49747,4.53068,4220.4324326164
2010-11-30,4.53068,4.53068,4.49747,4.53068,259.80324325457
2010-12-01,4.4774,4.53068,4.4774,4.53068,4702.7675677726
2010-12-02,4.5907,4.5907,4.57738,4.57738,1328.614054112
2010-12-03,4.73064,4.73064,4.73064,4.73064,7.673513513848
2010-12-06,4.66404,4.66404,4.66404,4.66404,2354.6724325351
2010-12-07,4.5907,4.65738,4.5907,4.65738,2623.2454055198
2010-12-08,4.61067,4.66404,4.59745,4.66404,5865.8529732287
2010-12-09,4.66404,4.73064,4.66404,4.72416,6070.84540567
2010-12-10,4.72416,4.72416,4.72416,4.72416,1066.6183784249
2010-12-13,4.73064,4.81073,4.59745,4.73064,9986.529730165
2010-12-14,4.86392,4.86392,4.71741,4.77743,4546.0086488468
2010-12-15,4.79067,4.83052,4.79067,4.83052,3866.3545947631
2010-12-16,4.8505,4.8505,4.83052,4.83052,2805.2172974196
2010-12-17,4.8505,4.8505,4.84394,4.84394,1370.27027033
2010-12-20,4.78391,4.83052,4.704,4.83052,7890.5643246683
2010-12-21,4.82396,4.83052,4.76403,4.83052,5344.054054287
2010-12-22,4.83052,4.99719,4.79067,4.94391,27736.462703912
2010-12-23,5.19715,5.79667,5.19715,5.67023,99125.351355672
2010-12-27,5.67023,5.73008,5.5635,5.59698,50080.637840021
2010-12-28,5.66357,5.66357,5.5303,5.5303,21869.513514467
2010-12-29,5.43032,5.52355,5.33033,5.47683,8520.8886490201
2010-12-30,5.51023,5.51023,5.36372,5.36372,2045.5394595486
2010-12-31,5.43032,5.43032,5.43032,5.43032,3.288648648792
2011-01-03,5.55018,5.59698,5.46352,5.55675,15189.171892554
2011-01-04,5.65017,5.65017,5.47018,5.48368,1487.5654054702
2011-01-05,5.59698,5.59698,5.44363,5.44363,3356.6140542004
2011-01-07,5.33033,5.58366,5.15035,5.43032,15342.642162831
2011-01-10,5.36372,5.36372,5.27031,5.33033,3271.1091893318
2011-01-11,5.35041,5.35041,5.03714,5.16376,4985.5913515687
2011-01-12,5.29685,5.29685,5.17042,5.17042,3303.9956758197
2011-01-13,5.17042,5.17042,4.99719,4.99719,6671.5718921827
2011-01-14,5.06378,5.06378,4.86392,4.99719,4297.1675677549
2011-01-17,4.88389,5.71676,4.88389,5.66357,23074.255136141
2011-01-18,5.6768,5.6768,5.44363,5.49691,5778.1556759275
2011-01-19,5.66357,5.66357,5.42366,5.45686,4365.1329731632
2011-01-20,5.49691,5.5303,5.45686,5.5303,2113.504864957
2011-01-21,5.61012,5.65017,5.50347,5.50347,4668.7848650684
2011-01-24,5.35041,5.55675,5.35041,5.55675,4549.2972974956
2011-01-25,5.33033,5.55675,5.33033,5.39692,2206.6832433394
2011-01-26,5.5303,5.5303,5.42366,5.42366,373.80972974602
2011-01-27,5.39692,5.39692,5.20372,5.20372,4195.2194596423
2011-01-28,5.46352,5.46352,5.46352,5.46352,2.192432432528
2011-01-31,5.46352,5.46352,5.31701,5.39692,2144.1989190124
2011-02-01,5.39692,5.39692,5.29685,5.29685,645.6713513795
2011-02-02,5.33033,5.39036,5.26374,5.39036,2350.28756767
2011-02-03,5.38361,5.38361,5.16376,5.35041,1247.4940541084
2011-02-04,5.35697,5.35697,5.16376,5.33699,5420.7891894255
2011-02-07,5.35041,5.35041,5.14369,5.29038,6264.8756759488
2011-02-08,5.29038,5.29038,5.09717,5.09717,2860.0281082328
2011-02-09,4.99719,5.16376,4.99719,5.06378,1938.1102703548
2011-02-10,5.03058,5.13055,4.93051,5.03714,5539.180540782
2011-02-11,4.94391,5.08385,4.94391,5.08385,17907.788108889
2011-02-14,4.93717,5.28372,4.93717,5.09042,2635.3037838987
2011-02-15,5.13055,5.13055,4.8173,4.96389,5379.1329732074
2011-02-16,4.99719,5.06378,4.79732,4.99044,13747.647568167
2011-02-17,4.99044,4.99044,4.87066,4.87066,5914.0864867443
2011-02-18,4.93051,4.99719,4.87066,4.87066,6678.1491894803
2011-02-21,4.87066,4.93051,4.87066,4.87066,2055.405405495
2011-02-22,5.0106,5.0106,4.94391,5.0106,3505.6994596123
2011-02-23,5.0106,5.0106,4.8173,4.96389,10979.7016221
2011-02-24,4.95733,4.95733,4.86392,4.89721,6691.3037840755
2011-02-25,4.87066,5.05046,4.87066,4.96389,5859.2756759311
2011-02-28,4.96389,4.99719,4.85734,4.98387,3944.1859461179
2011-03-01,4.97712,4.97712,4.85734,4.93051,266.38054055215
2011-03-02,4.93051,4.93051,4.85734,4.93051,665.40324327225
2011-03-03,4.91053,4.91053,4.86392,4.86392,2852.3545947189
2011-03-04,4.86392,4.91053,4.79732,4.80398,1646.5167568285
2011-03-07,4.90396,4.90396,4.8173,4.85734,490.00864867001
2011-03-08,4.86392,4.86392,4.85734,4.85734,2238.4735136111
2011-03-09,4.85734,4.85734,4.79732,4.80398,4528.4691893866
2011-03-10,4.85734,4.85734,4.6707,4.71075,7571.5654057354
2011-03-11,4.85734,4.85734,4.66404,4.69734,2838.1037839075
2011-03-14,4.83052,4.83052,4.61067,4.61067,5264.0302704997
2011-03-15,4.59745,4.66404,4.19772,4.53068,7404.9405408633
2011-03-16,4.3308,4.62409,4.3308,4.62409,6389.8443246029
2011-03-17,4.5575,4.63075,4.5575,4.63075,2951.0140541827
2011-03-18,4.63075,4.69734,4.63075,4.69734,949.32324328462
2011-03-21,4.82396,4.89055,4.79732,4.79732,3739.1935136765
2011-03-22,4.93051,4.93051,4.71741,4.77069,2872.0864866117
2011-03-23,4.73064,4.73064,4.71741,4.73064,904.3783784178
2011-03-24,4.78391,4.78391,4.67736,4.67736,602.9189189452
2011-03-25,4.67736,4.78391,4.67736,4.76403,1366.9816216812
2011-03-28,4.77069,4.79067,4.77069,4.79067,2101.4464865781
2011-03-29,4.79732,4.79732,4.57081,4.77743,2884.1448649906
2011-03-30,4.79067,4.79067,4.66404,4.66404,1142.2572973471
2011-03-31,4.66404,4.66404,4.57081,4.66404,864.9145946323
2011-04-01,4.66404,4.66404,4.57081,4.57738,750.90810814084
2011-04-04,4.66404,4.66404,4.66404,4.66404,1021.673513558
2011-04-05,4.80398,4.80398,4.66404,4.79732,1916.1859460295
2011-04-06,4.79732,4.79732,4.76403,4.76403,326.67243244667
2011-04-07,4.79732,4.81073,4.67736,4.78391,4185.353513696
2011-04-08,4.78391,4.78391,4.75727,4.75727,3301.8032433872
2011-04-11,4.80398,4.81073,4.76403,4.76403,6321.8789191945
2011-04-12,4.76403,4.81073,4.76403,4.79067,1404.2529730342
2011-04-13,4.79732,4.79732,4.71741,4.71741,1804.3718919705
2011-04-14,4.71741,4.78391,4.71741,4.71741,5439.424865102
2011-04-15,4.69734,4.72416,4.69734,4.72416,496.58594596759
2011-04-18,4.71741,4.71741,4.704,4.704,916.4367567967
2011-04-19,4.71075,4.71075,4.704,4.704,1163.0854054561
2011-04-20,4.704,4.704,4.67736,4.67736,1237.6281081621
2011-04-21,4.67736,4.67736,4.59745,4.59745,2805.2172974196
2011-04-26,4.59745,4.59745,4.59745,4.59745,972.34378382617
2011-04-27,4.59745,4.63075,4.59745,4.59745,1608.1491892593
2011-04-28,4.63075,4.6707,4.59745,4.59745,1057.8486486948
2011-04-29,4.77743,4.77743,4.77743,4.77743,29.597837839128
2011-05-02,4.77743,4.77743,4.65063,4.65063,1459.0637838474
2011-05-04,4.65063,4.65063,4.65063,4.65063,28.501621622864
2011-05-05,4.53068,4.56406,4.51079,4.51079,2461.0054055127
2011-05-06,4.51754,4.51754,4.51754,4.51754,639.09405408191
2011-05-09,4.77743,4.77743,4.77743,4.77743,2851.2583785027
2011-05-10,4.75727,4.75727,4.63075,4.65738,987.69081085386
2011-05-11,4.73064,4.73064,4.66404,4.66404,1465.641081145
2011-05-12,4.63075,4.63075,4.42413,4.46417,3755.6367569205
2011-05-13,4.45751,4.46417,4.44411,4.46417,2604.6097298433
2011-05-16,4.44411,4.44411,4.23101,4.2976,4160.1405407219
2011-05-17,4.19772,4.31767,4.13112,4.14435,1020.5772973418
2011-05-18,4.26421,4.26421,4.26421,4.26421,1066.6183784249
2011-05-19,4.21094,4.21094,4.21094,4.21094,944.93837841957
2011-05-20,4.3308,4.3308,4.21769,4.3308,2262.5902703689
2011-05-23,4.39749,4.39749,4.39749,4.39749,1010.7113513954
2011-05-24,4.3308,4.39749,4.3308,4.39749,914.24432436418
2011-05-25,4.29085,4.29085,4.29085,4.29085,116.19891892398
2011-05-26,4.29085,4.39749,4.29085,4.39749,930.68756760814
2011-05-27,4.39083,4.39083,4.1843,4.39083,2213.260540637
2011-05-30,4.3308,4.3308,4.3308,4.3308,749.81189192458
2011-05-31,4.26421,4.3308,4.26421,4.3308,3092.4259460807
2011-06-01,4.26421,4.26421,4.26421,4.26421,16.44324324396
2011-06-02,4.26421,4.26421,4.26421,4.26421,1169.6627027537
2011-06-03,4.2976,4.2976,4.1843,4.1843,3153.8140541915
2011-06-06,4.1843,4.1843,4.17098,4.17098,678.55783786742
2011-06-07,4.06443,4.06443,3.99784,3.99784,8133.9243246789
2011-06-08,3.99784,3.99784,3.94439,3.94439,1784.6400000778
2011-06-09,3.91118,3.95789,3.87113,3.95789,2268.0713514502
2011-06-10,3.91784,3.9911,3.86456,3.9911,3773.1762163807
2011-06-13,3.99784,4.07101,3.99784,4.07101,3399.3664866347
2011-06-14,4.09773,4.19772,4.09773,4.19772,2921.4162163436
2011-06-15,4.19096,4.19096,4.16432,4.16432,1210.2227027555
2011-06-16,4.07767,4.17764,3.99784,3.99784,5499.7167569965
2011-06-17,3.99784,4.00442,3.89786,4.00442,3970.4951353082
2011-06-20,4.15766,4.15766,3.81776,3.99784,9430.7481085192
2011-06-21,3.79788,3.93107,3.79788,3.93107,3407.0400001485
2011-06-22,3.91118,3.91118,3.79788,3.89786,704.86702705775
2011-06-24,3.85116,3.86456,3.85116,3.86456,3891.5675677372
2011-06-27,3.83784,3.83784,3.28484,3.51792,21424.449730664
2011-06-28,3.43135,3.57803,3.15157,3.44476,29583.587028317
2011-06-29,3.33821,3.60467,3.33146,3.36485,14717.79891956
2011-06-30,3.42487,3.42487,3.26478,3.33821,13081.148108678
2011-07-01,3.27818,3.59811,3.27818,3.53133,28867.757839096
2011-07-04,3.53133,3.59811,3.53133,3.53133,12510.019460005
2011-07-05,3.53133,3.63131,3.52467,3.52467,6134.4259462133
2011-07-06,3.52467,3.56463,3.48472,3.53133,16089.165406107
2011-07-07,3.53133,3.53789,3.53133,3.53789,237.87891892929
2011-07-08,3.53789,3.59811,3.50469,3.50469,7196.6594597732
2011-07-11,3.48472,3.49804,3.46464,3.46464,3735.9048650277
2011-07-12,3.4714,3.4714,3.2448,3.2915,2165.0270271214
2011-07-13,3.29816,3.51792,3.29816,3.39815,4665.4962164196
2011-07-14,3.48472,3.49146,3.33821,3.33821,1125.8140541031
2011-07-15,3.46464,3.46464,3.31148,3.31148,1261.7448649199
2011-07-18,3.39139,3.39139,3.27818,3.27818,1236.5318919458
2011-07-19,3.2915,3.3248,3.15157,3.3248,4175.4875677496
2011-07-20,3.1315,3.38473,3.07165,3.15823,12666.778378931
2011-07-21,3.23157,3.31148,3.14491,3.26478,106854.77189655
2011-07-22,3.27818,3.43135,3.27818,3.33821,7134.1751354461
2011-07-25,3.43135,3.43135,3.40471,3.40471,2633.1113514661
2011-07-26,3.40471,3.40471,3.34487,3.34487,952.61189193342
2011-07-27,3.33821,3.37817,3.2448,3.35801,4323.4767569452
2011-07-28,3.40471,3.40471,3.33146,3.39139,1589.5135135828
2011-07-29,3.40471,3.40471,3.28484,3.39815,349.69297298822
2011-08-01,3.39815,3.53133,3.39815,3.40471,18826.417298118
2011-08-02,3.38473,3.38473,3.33146,3.38473,1656.3827027749
2011-08-03,3.38473,3.43135,3.25155,3.41147,4686.3243245286
2011-08-04,3.41147,3.41147,3.2448,3.2448,11228.542703192
2011-08-05,3.23157,3.23157,2.86513,3.06491,18454.800000804
2011-08-08,2.99822,3.05833,2.71169,2.76515,36220.080001579
2011-08-09,2.76515,2.95836,2.60524,2.66517,26988.84324442
2011-08-10,2.73851,3.19809,2.73851,2.89833,16165.900541245
2011-08-11,2.8051,3.31824,2.8051,3.15157,12590.043243792
2011-08-12,3.6646,3.6646,3.15157,3.59145,48263.111353455
2011-08-16,3.69124,3.86456,3.69124,3.77115,13769.571892492
2011-08-17,3.69799,3.79788,3.6646,3.6646,10718.802162629
2011-08-18,4.46417,4.46417,3.63131,3.83127,31286.010812175
2011-08-19,3.16489,3.81776,3.16489,3.6179,10215.638919364
2011-08-22,3.60467,3.79788,3.60467,3.6646,13926.330811418
2011-08-23,3.86456,3.86456,3.6646,3.6646,914.24432436418
2011-08-24,3.6646,3.69799,3.6646,3.6646,1594.9945946641
2011-08-25,3.59811,3.73129,3.59811,3.59811,8721.4962165964
2011-08-26,3.49804,3.81776,3.49804,3.67792,7495.9264868132
2011-08-29,3.46464,3.80454,3.46464,3.69799,5621.3967570018
2011-08-30,3.80454,3.83127,3.73129,3.83127,14681.623784424
2011-08-31,3.82452,3.83127,3.76449,3.79788,15839.228108799
2011-09-01,3.83127,3.83127,3.77791,3.77791,8638.1837841603
2011-09-02,3.76449,3.76449,3.68458,3.68458,9344.1470274343
2011-09-05,3.76449,3.76449,3.62456,3.62456,12819.152432991
2011-09-06,3.73129,3.73129,3.6646,3.6646,6377.785946224
2011-09-07,3.77115,3.77115,3.77115,3.77115,8.769729730112
2011-09-08,3.83127,3.83127,3.79788,3.83127,445.06378380318
2011-09-09,3.83127,3.83127,3.65794,3.65794,316.8064865003
2011-09-12,3.6646,3.6646,3.60467,3.60467,9010.8972976901
2011-09-13,3.79788,3.79788,3.60467,3.68458,30369.574055378
2011-09-14,3.77791,3.77791,3.57137,3.57137,7483.8681084343
2011-09-15,3.71113,3.79122,3.70465,3.70465,2286.7070271267
2011-09-16,3.79788,3.79788,3.65794,3.65794,1218.9924324856
2011-09-19,3.65794,3.65794,3.53789,3.53789,6537.8335137985
2011-09-20,3.53789,3.53789,3.53789,3.53789,16.44324324396
2011-09-21,3.53789,3.53789,3.53133,3.53133,2070.7524325227
2011-09-22,3.65128,3.65128,3.53133,3.53133,88.793513517384
2011-09-23,3.53133,3.53133,3.35135,3.35135,2566.242162274
2011-09-26,3.56463,3.60467,3.40471,3.56463,23497.394595619
2011-09-27,3.63131,3.63131,3.41147,3.52467,936.16864868946
2011-09-28,3.52467,3.52467,3.26478,3.39815,1846.0281081886
2011-09-29,3.39139,3.39815,3.26478,3.39815,1843.835675756
2011-09-30,3.39815,3.39815,3.05833,3.05833,1748.4648649411
2011-10-03,3.0982,3.39139,2.99166,3.07165,5433.9437840206
2011-10-04,3.07165,3.18496,2.76515,2.76515,7541.9675678963
2011-10-05,2.67183,3.21817,2.67183,3.19809,8811.38594633
2011-10-06,2.88511,3.16489,2.88511,3.00497,6190.3329732428
2011-10-07,3.03151,3.11818,3.03151,3.11818,7368.7654057266
2011-10-10,3.11818,3.16489,3.05159,3.05159,209.37729730642
2011-10-11,3.05159,3.05159,2.93181,2.93181,3352.2291893353
2011-10-12,2.9516,3.19809,2.9516,3.0982,4163.4291893707
2011-10-13,3.0982,3.19809,2.97834,3.1315,5541.3729732145
2011-10-14,2.93181,3.06491,2.93181,2.93838,326.67243244667
2011-10-17,3.1315,3.1315,2.94494,2.94494,1682.6918919652
2011-10-18,3.1315,3.1315,2.93838,2.96502,9279.4702706748
2011-10-19,3.12493,3.12493,2.99166,2.99822,5763.9048651161
2011-10-20,2.99822,2.99822,2.73185,2.73185,3142.8518920289
2011-10-21,2.69181,2.9516,2.69181,2.86513,7498.1189192458
2011-10-24,2.86513,2.9516,2.73185,2.82508,1382.3286487089
2011-10-25,2.99166,2.99166,2.75183,2.7584,5302.397838069
2011-10-26,2.985,2.985,2.79836,2.79836,4638.090811013
2011-10-27,2.87179,2.87179,2.87179,2.87179,438.4864865056
2011-10-28,2.91831,2.91831,2.79836,2.79836,3501.3145947472
2011-10-31,2.79836,2.91831,2.79836,2.84506,183.06810811609
2011-11-02,2.79836,2.92506,2.79836,2.79836,6057.6908110749
2011-11-03,2.83174,2.89833,2.79836,2.83174,9932.8151355681
2011-11-04,2.8051,2.89158,2.8051,2.81167,3579.145946102
2011-11-07,2.74508,2.82508,2.74508,2.7916,10884.330811285
2011-11-08,2.74508,2.86513,2.59182,2.83174,6268.1643245976
2011-11-09,2.8384,2.8384,2.67849,2.67849,1156.5081081585
2011-11-10,2.85829,2.85829,2.69855,2.69855,212.66594595522
2011-11-14,2.61856,2.86513,2.61856,2.73851,379.29081082734
2011-11-15,2.6119,2.83174,2.6119,2.67183,31.790270271656
2011-11-16,2.61856,2.81842,2.61856,2.69855,720.21405408545
2011-11-17,2.81842,2.81842,2.61856,2.61856,1837.2583784585
2011-11-18,2.79836,2.79836,2.60524,2.6119,4126.1578380177
2011-11-21,2.75183,2.75183,2.6119,2.6119,3002.5362163471
2011-11-22,2.6586,2.6586,2.55196,2.56519,2431.4075676736
2011-11-23,2.57194,2.57194,2.53846,2.53846,3927.7427028739
2011-11-24,2.59848,2.59848,2.53189,2.53189,1970.9967568427
2011-11-25,2.70513,2.70513,2.53189,2.53189,572.22486488981
2011-11-28,2.63844,2.63844,2.56519,2.56519,1509.4897297955
2011-11-29,2.70513,2.70513,2.53189,2.63844,423.1394594779
2011-11-30,2.5453,2.57194,2.5453,2.5453,1119.2367568055
2011-12-01,2.6451,2.66517,2.53189,2.66517,3917.8767569275
2011-12-02,2.53189,2.69855,2.53189,2.63187,1119.2367568055
2011-12-05,2.53189,2.69855,2.53189,2.6119,1123.6216216706
2011-12-06,2.52533,2.66517,2.52533,2.55853,2817.2756757985
2011-12-07,2.59182,2.65185,2.52533,2.55196,30.694054055392
2011-12-08,2.55853,2.65185,2.55853,2.65185,8337.820540904
2011-12-09,2.59182,2.66517,2.59182,2.66517,766.25513516854
2011-12-12,2.59848,2.59848,2.5786,2.5786,200.60756757631
2011-12-13,2.56519,2.56519,2.55196,2.55196,1300.1124324891
2011-12-14,2.6586,2.6586,2.55196,2.6586,1699.1351352092
2011-12-15,2.55196,2.65185,2.41194,2.52533,48429.736218327
2011-12-16,2.39871,2.56519,2.27866,2.27866,7118.8281084184
2011-12-19,2.2854,2.39871,2.26542,2.27866,15940.080000695
2011-12-20,2.07212,2.25868,2.0589,2.0589,6381.0745948727
2011-12-21,1.9456,2.12549,1.9456,2.04558,790.37189192634
2011-12-22,2.01229,2.08536,1.95226,2.0589,33591.353514978
2011-12-23,1.97224,2.15204,1.97224,2.13206,5697.035675924
