Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2014-11-06,4.13112,4.13112,3.8445,4.02439,11657.163243751
2014-11-07,4.03096,4.03096,3.95123,3.95123,2623.2454055198
2014-11-10,3.95123,4.03096,3.91784,3.95789,24599.091892964
2014-11-12,4.06443,4.06443,3.92441,3.9911,10555.465946406
2014-11-13,4.00442,4.00442,3.93773,3.93773,6526.8713516359
2014-11-14,3.94439,3.94439,3.93107,3.93773,3475.0054055569
2014-11-17,3.93107,3.98452,3.91784,3.91784,14220.116757377
2014-11-18,3.93773,3.96436,3.93107,3.93107,1236.5318919458
2014-11-19,3.94439,3.9911,3.92441,3.9911,3369.7686487955
2014-11-20,3.99784,4.05778,3.91784,4.05778,3973.783783957
2014-11-21,3.99784,4.13112,3.99784,4.09773,89605.809733636
2014-11-24,4.13112,4.13112,4.09773,4.09773,3844.4302704378
2014-11-25,4.03096,4.05778,4.03096,4.05778,463.69945947967
2014-11-26,4.05778,4.06443,3.96436,4.03762,852.85621625339
2014-11-27,3.96436,4.05778,3.96436,4.05778,766.25513516854
2014-12-01,3.98452,3.98452,3.67792,3.8112,19787.798919781
2014-12-02,3.91118,4.03096,3.79788,3.88445,27734.270271479
2014-12-03,3.97102,4.02439,3.87113,4.02439,1630.0735135846
2014-12-04,4.02439,4.02439,4.02439,4.02439,18.635675676488
2014-12-08,3.86456,4.03762,3.86456,4.01107,4131.638919099
2014-12-09,3.93107,4.03096,3.93107,4.03096,242.26378379434
2014-12-11,3.9911,4.01773,3.9911,4.01773,7631.85729763
2014-12-15,3.89786,3.97778,3.86456,3.97778,860.52972976724
2014-12-16,3.93107,3.95123,3.93107,3.95123,292.68972974249
2014-12-18,3.88445,3.98452,3.87113,3.98452,1579.6475676364
2014-12-19,3.95789,3.98452,3.90452,3.98452,2986.0929731031
2014-12-22,3.98452,3.99784,3.98452,3.99784,38648.198920604
2014-12-23,3.95789,3.96436,3.64462,3.88445,82462.864868459
2014-12-29,3.9911,3.9911,3.9911,3.9911,16.44324324396
2014-12-30,3.9911,3.9911,3.9911,3.9911,174.29837838598
2015-01-02,3.81776,4.03096,3.81776,4.01773,2224.2227027997
2015-01-05,3.8112,3.99784,3.8112,3.93107,1831.7772973771
2015-01-08,3.89786,3.98452,3.89786,3.98452,16991.351352092
2015-01-09,3.98452,3.98452,3.98452,3.98452,3029.9416217537
2015-01-12,3.98452,3.98452,3.90452,3.90452,745.42702705952
2015-01-13,3.86456,3.91118,3.86456,3.91118,1516.0670270931
2015-01-14,3.86456,3.99784,3.86456,3.98452,12214.041081613
2015-01-15,3.97778,4.01773,3.95123,3.97778,5120.4259461691
2015-01-16,3.86456,3.86456,3.85116,3.85116,2660.5167568727
2015-01-19,3.89111,3.89111,3.89111,3.89111,120.58378378904
2015-01-21,3.74461,3.89111,3.74461,3.89111,18.635675676488
2015-01-22,3.89111,3.97778,3.89111,3.97778,2551.9913514626
2015-01-23,3.83127,4.01773,3.83127,3.99784,1390.0021622228
2015-01-27,3.99784,4.01773,3.86456,4.01773,20661.483244144
2015-01-28,4.01773,4.01773,3.87788,4.01773,10221.120000446
2015-01-29,3.91118,4.00442,3.90452,4.00442,2295.4767568568
2015-01-30,3.93107,4.06443,3.92441,4.05778,8816.8670274114
2015-02-02,3.9911,3.9911,3.89786,3.98452,7537.5827030313
2015-02-03,3.93773,3.98452,3.93107,3.98452,3786.3308109759
2015-02-04,3.93107,3.93107,3.93107,3.93107,30253.375136454
2015-02-05,3.90452,3.90452,3.90452,3.90452,1755.0421622387
2015-02-06,3.87788,3.99784,3.87788,3.93773,377293.50488131
2015-02-09,3.99784,4.05778,3.96436,4.04446,165926.57514237
2015-02-11,4.01107,4.05112,3.95123,4.02439,1291.342702759
2015-02-16,3.99784,3.99784,3.99784,3.99784,1500.7200000654
2015-02-17,4.04446,4.05112,3.9911,4.05112,3113.2540541898
2015-02-18,3.93107,4.04446,3.79788,4.04446,10167.405405849
2015-02-19,3.99784,3.99784,3.97778,3.97778,3261.2432433854
2015-02-20,3.89786,4.03762,3.8112,4.02439,11319.528649142
2015-02-24,4.01773,4.04446,4.01107,4.04446,7504.6962165433
2015-02-26,4.03096,4.04446,4.03096,4.03096,21984.616217175
2015-02-27,4.03096,4.03096,4.01773,4.01773,7900.4302706146
2015-03-02,4.03096,4.19772,4.03096,4.19096,30160.196758071
2015-03-03,4.16432,4.26421,4.16432,4.23101,68156.147029998
2015-03-04,4.19772,4.23101,4.19772,4.23101,654.44108110961
2015-03-05,4.23101,4.25755,4.13112,4.25099,11221.965405895
2015-03-06,4.21094,4.24423,4.13769,4.13769,1838.3545946747
2015-03-09,4.19772,4.25755,4.19772,4.25755,1051.2713513972
2015-03-10,4.19772,4.25099,4.19772,4.25099,1734.2140541296
2015-03-11,4.23101,4.23101,4.23101,4.23101,450.5448648845
2015-03-12,4.13112,4.13112,4.13112,4.13112,485.62378380495
2015-03-13,4.23101,4.23101,4.23101,4.23101,509.74054056276
2015-03-17,4.11762,4.19772,4.06443,4.09773,23829.548109147
2015-03-18,4.07767,4.13112,4.07767,4.09773,5150.0237840083
2015-03-19,4.09773,4.17098,4.09773,4.17098,4924.2032434579
2015-03-20,4.03762,4.16432,4.03762,4.16432,2690.1145947119
2015-03-23,4.03096,4.16432,4.03096,4.16432,3228.3567568975
2015-03-24,4.16432,4.17098,4.16432,4.17098,2762.4648649853
2015-03-25,4.1843,4.23101,4.11105,4.11105,14259.580541162
2015-03-26,4.06443,4.21769,4.06443,4.21769,1041.4054054508
2015-03-27,4.07767,4.23101,4.03096,4.23101,6020.4194597219
2015-03-30,4.20428,4.20428,4.20428,4.20428,374.90594596229
2015-03-31,4.22426,4.23101,4.19772,4.23101,1892.0691892717
2015-04-01,4.19772,4.19772,4.19772,4.19772,2033.4810811697
2015-04-02,4.23101,4.37094,4.23101,4.37094,30669.937298634
2015-04-07,4.3308,4.37094,4.3308,4.37094,9035.0140544479
2015-04-08,4.27763,4.39083,4.27763,4.39083,23866.8194605
2015-04-09,4.39083,4.39083,4.3308,4.37751,2256.0129730713
2015-04-10,4.37751,4.37751,4.20428,4.37751,1517.1632433094
2015-04-13,4.36428,4.40424,4.36428,4.40424,91148.185949919
2015-04-14,4.40424,4.40424,4.40424,4.40424,164.4324324396
2015-04-15,4.40424,4.40424,4.40424,4.40424,5253.0681083371
2015-04-16,4.32414,4.39749,4.26421,4.39749,1576.3589189876
2015-04-17,4.36428,4.40424,4.3308,4.39749,150999.3989255
2015-04-20,4.39083,4.45095,4.39083,4.45095,8467.1740544231
2015-04-21,4.44411,4.44411,4.39749,4.44411,1320.9405405981
2015-04-22,4.3308,4.44411,4.3308,4.44411,269.66918920094
2015-04-23,4.3308,4.43745,4.3308,4.43745,150538.98811467
2015-04-28,4.44411,4.44411,4.33756,4.44411,976.72864869122
2015-04-29,4.43079,4.44411,4.43079,4.44411,3332.4972974426
2015-04-30,4.33756,4.44411,4.33756,4.44411,749.81189192458
2015-05-04,4.36428,4.43079,4.36428,4.43079,458.21837839835
2015-05-06,4.39749,4.44411,4.39749,4.44411,6452.3286489299
2015-05-08,4.37094,4.43079,4.37094,4.43079,21797.163244193
2015-05-11,4.33756,4.41747,4.3308,4.4109,31340.821622988
2015-05-12,4.44411,4.44411,4.44411,4.44411,1950.1686487337
2015-05-13,4.3308,4.43745,4.3308,4.43745,396.83027028757
2015-05-14,4.39749,4.45095,4.39749,4.45095,7204.332973287
2015-05-15,4.36428,4.43745,4.26421,4.43745,1892.0691892717
2015-05-18,4.27087,4.42413,4.25099,4.42413,3215.2021623023
2015-05-19,4.3308,4.39749,4.22426,4.3308,2416.0605406459
2015-05-20,4.41747,4.43079,4.41747,4.41747,75717.846489787
2015-05-21,4.3308,4.3308,4.27087,4.27087,6586.0670273141
2015-05-22,4.3308,4.37751,4.26421,4.37094,3199.8551352746
2015-05-25,4.38417,4.38417,4.20428,4.35754,4086.6940542322
2015-05-26,4.35754,4.35754,4.35754,4.35754,7.673513513848
2015-05-28,4.32414,4.32414,4.32414,4.32414,165.52864865586
2015-05-29,4.3308,4.3308,4.3308,4.3308,749.81189192458
2015-06-02,4.20428,4.23101,4.03762,4.21094,6826.1383786759
2015-06-03,4.07101,4.19096,3.88445,4.00442,17421.068108867
2015-06-05,3.88445,3.9911,3.88445,3.9911,2587.070270383
2015-06-12,3.81776,3.9911,3.67792,3.9911,27597.243244446
2015-06-15,3.98452,4.09773,3.83784,4.09773,3969.3989190919
2015-06-16,3.95123,4.12419,3.95123,4.12419,905.47459463406
2015-06-17,4.09773,4.11762,3.95123,4.11762,1794.5059460242
2015-06-19,4.07101,4.07101,4.07101,4.07101,224.72432433412
2015-06-22,4.07101,4.11105,4.07101,4.11105,450.5448648845
2015-06-23,4.11105,4.11762,4.11105,4.11762,1998.4021622493
2015-06-29,3.94439,4.09773,3.94439,4.05112,2165.0270271214
2015-06-30,3.94439,4.11105,3.94439,4.09773,975.63243247496
2015-07-01,3.94439,3.99784,3.94439,3.99784,2.192432432528
2015-07-02,3.97778,3.97778,3.97778,3.97778,152.3740540607
2015-07-03,3.94439,4.03096,3.94439,4.03096,1501.8162162817
2015-07-06,4.06443,4.06443,4.06443,4.06443,5.48108108132
2015-07-08,3.94439,4.04446,3.94439,4.04446,1950.1686487337
2015-07-10,3.9911,3.9911,3.83784,3.9911,669.7881081373
2015-07-13,3.9911,3.9911,3.83784,3.97102,651.15243246082
2015-07-15,4.0191,4.21796,4.0191,4.21796,3450.8886487991
2015-07-16,4.21796,4.21796,4.21796,4.21796,145.79675676311
2015-07-17,4.04656,4.21796,4.02603,4.21796,929.59135139187
2015-07-20,4.03962,4.21796,4.03962,4.122,756.38918922216
2015-07-21,4.18367,4.19744,4.18367,4.19744,509.74054056276
2015-07-27,4.11516,4.21796,4.11516,4.21122,2113.504864957
2015-07-28,4.21796,4.21796,4.21796,4.21796,16.44324324396
2015-07-31,4.21796,4.31402,4.21796,4.31402,6997.1481084131
2015-08-03,4.32086,4.36885,4.28656,4.36885,52099.868110379
2015-08-04,4.36885,4.44429,4.2935,4.38946,10980.797838316
2015-08-05,4.2935,4.38262,4.28656,4.38262,1910.7048649482
2015-08-06,4.28656,4.37569,4.18367,4.37569,2714.2313514697
2015-08-10,4.122,4.43051,4.122,4.43051,791.46810814261
2015-08-11,4.32086,4.43051,4.28656,4.42385,5740.8843245746
2015-08-12,4.28656,4.35517,4.28656,4.35517,731.17621624809
2015-08-14,4.25227,4.36885,4.23174,4.36885,446.16000001945
2015-08-17,4.35517,4.3963,4.23174,4.3963,2451.1394595663
2015-08-19,4.23174,4.23174,4.23174,4.23174,44.944864866824
2015-08-20,4.11516,4.31402,4.11516,4.31402,1484.2767568215
2015-08-24,4.0191,4.21122,4.01225,4.18367,4345.4010812705
2015-08-26,4.07401,4.07401,4.07401,4.07401,932.88000004066
2015-08-27,4.07401,4.07401,3.88883,3.90935,2251.6281082063
2015-08-28,4.07401,4.07401,4.04656,4.07401,4781.6951353436
2015-08-31,3.89567,4.07401,3.89567,3.97796,7685.5718922269
2015-09-01,3.97102,3.97796,3.73101,3.73101,44704.793515462
2015-09-02,3.76532,3.76532,3.58706,3.66926,9197.254054455
2015-09-03,3.76532,3.76532,3.63505,3.66926,5553.4313515934
2015-09-04,3.63505,3.63505,3.60066,3.60066,4877.0659461585
2015-09-07,3.73785,3.73785,3.73785,3.73785,1.096216216264
2015-09-08,3.73785,3.73785,3.73785,3.73785,363.94378379965
2015-09-09,3.73785,3.97796,3.58706,3.97796,16218.518919626
2015-09-11,3.96427,3.96427,3.96427,3.96427,46.041081083088
2015-09-14,3.96427,4.03278,3.96427,3.97796,13369.452973556
2015-09-16,3.96427,3.97102,3.96427,3.97102,145.79675676311
2015-09-17,3.88883,3.96427,3.88883,3.96427,162.24000000707
2015-09-18,3.88883,3.96427,3.88883,3.96427,155.66270270949
2015-09-21,3.96427,3.96427,3.96427,3.96427,1092.9275676152
2015-09-23,3.88883,3.96427,3.88883,3.96427,1022.7697297743
2015-09-24,3.96427,3.96427,3.96427,3.96427,1457.9675676311
2015-09-25,3.94366,3.97102,3.94366,3.97102,1313.2670270843
2015-09-28,3.97102,3.97102,3.97102,3.97102,829.83567571185
2015-09-29,3.94366,3.95734,3.60759,3.95734,22986.55783884
2015-09-30,3.84769,4.17701,3.84769,3.97796,15316.332973641
2015-10-01,3.97796,4.03278,3.93006,3.97796,3740.2897298928
2015-10-05,3.97796,4.10831,3.89567,3.97796,14962.255135787
2015-10-06,3.97796,3.97796,3.89567,3.97102,1676.1145946677
2015-10-08,3.97102,3.97102,3.89567,3.96427,42993.600001874
2015-10-09,3.96427,3.96427,3.93006,3.93006,952.61189193342
2015-10-12,3.93006,3.93006,3.79278,3.90935,5163.1783786034
2015-10-13,3.93682,3.95734,3.93682,3.95734,2558.5686487602
2015-10-14,3.95734,3.96427,3.95734,3.96427,1931.5329730572
2015-10-15,3.91619,3.96427,3.90935,3.96427,14256.291892513
2015-10-16,3.84076,3.96427,3.84076,3.96427,2041.1545946836
2015-10-19,3.96427,3.96427,3.96427,3.96427,219.2432432528
2015-10-21,3.91619,4.01225,3.91619,4.00541,1181.7210811326
2015-10-22,4.00541,4.01225,4.00541,4.01225,596.34162164762
2015-10-23,4.01225,4.01225,4.01225,4.01225,145.79675676311
2015-10-26,3.8819,4.01225,3.8819,4.00541,70.157837840896
2015-10-28,4.00541,4.01225,4.00541,4.01225,527.28000002298
2015-10-30,3.89567,4.00541,3.89567,4.00541,139.21945946553
2015-11-06,3.90935,3.99857,3.90935,3.94366,15602.445406086
2015-11-10,3.94366,3.96427,3.8819,3.96427,36816.421623226
2015-11-12,3.94366,3.94366,3.8819,3.94366,837.5091892257
2015-11-13,3.88883,3.88883,3.88883,3.88883,8.769729730112
2015-11-16,3.90935,3.90935,3.86812,3.90935,5103.9827029252
2015-11-17,3.97102,3.97102,3.84076,3.84076,2028.0000000884
2015-11-18,3.90251,3.90251,3.90251,3.90251,1.096216216264
2015-11-19,3.97102,3.97102,3.85444,3.97102,4665.4962164196
2015-11-23,3.90935,3.90935,3.90935,3.90935,1457.9675676311
2015-11-24,3.84076,3.90935,3.84076,3.90935,874.78054057867
2015-11-25,3.89567,3.94366,3.89567,3.94366,1972.0929730589
2015-11-26,3.86146,3.90935,3.85444,3.90935,14302.332973596
2015-11-30,3.90935,3.90935,3.90935,3.90935,145.79675676311
2015-12-03,3.85444,3.88883,3.85444,3.88883,258.7070270383
2015-12-04,3.84076,3.94366,3.84076,3.94366,26753.156757923
2015-12-07,3.77909,4.00541,3.77909,3.97102,14827.420541187
2015-12-11,3.84076,3.97102,3.84076,3.97102,17438.607568328
2015-12-16,3.97102,4.00541,3.97102,3.99857,1475.5070270913
2015-12-17,3.94366,4.00541,3.94366,4.00541,656.63351354214
2015-12-18,3.94366,4.16314,3.93682,3.99857,25635.016217334
2015-12-21,4.10129,4.18367,4.10129,4.18367,1459.0637838474
2015-12-22,4.15621,4.18367,4.08769,4.18367,1792.3135135916
2015-12-23,4.16998,4.28656,4.16998,4.28656,7289.8378381556
2015-12-28,4.04656,4.23867,4.04656,4.23867,571.12864867354
2015-12-29,4.23867,4.24542,4.08085,4.21796,9273.9891895934
2015-12-30,4.09454,4.19744,4.06033,4.06033,4958.1859461621
2016-01-04,4.04656,4.17701,4.04656,4.13568,1972.0929730589
2016-01-05,4.10831,4.10831,4.10831,4.10831,1457.9675676311
2016-01-08,3.94366,4.11516,3.94366,4.11516,292.68972974249
2016-01-11,3.94366,4.01225,3.94366,4.01225,2551.9913514626
2016-01-12,3.99857,4.11516,3.99857,4.11516,10935.85297345
2016-01-15,3.97796,4.03278,3.97796,4.03278,2623.2454055198
2016-01-18,4.10129,4.10129,4.02603,4.03278,1459.0637838474
2016-01-21,4.02603,4.04656,4.01225,4.04656,6582.7783786653
2016-01-25,4.03962,4.11516,4.03962,4.11516,33957.48973121
2016-01-27,3.99173,4.08085,3.99173,4.08085,35051.513515041
2016-01-28,4.07401,4.07401,4.07401,4.07401,6997.1481084131
2016-02-01,3.95734,4.07401,3.95734,4.07401,12466.170811354
2016-02-09,3.90935,4.04656,3.90935,4.04656,2056.5016217113
2016-02-10,3.95734,4.08085,3.90935,4.08085,9551.3318923082
2016-02-12,3.84769,3.84769,3.84769,3.84769,1215.7037838368
2016-02-15,3.85444,4.02603,3.85444,4.02603,656.63351354214
2016-02-16,3.85444,4.01225,3.82023,4.01225,1459.0637838474
2016-02-17,4.01225,4.07401,3.80646,4.07401,5848.3135137684
2016-02-23,3.94366,4.07401,3.90935,4.07401,19263.807568407
2016-03-01,3.91619,4.03962,3.91619,4.02603,3649.3037839429
2016-03-03,3.88883,3.88883,3.88883,3.88883,536.0497297531
2016-03-04,3.94366,4.00541,3.8819,4.00541,2189.1437838792
2016-03-07,3.84769,3.99857,3.84769,3.99857,154.56648649322
2016-03-09,3.84769,3.93006,3.84769,3.93006,412.17729731526
2016-03-10,3.93006,3.99857,3.93006,3.99857,220.33945946906
2016-03-14,3.85444,3.97102,3.85444,3.97102,523.99135137419
2016-03-15,3.8819,3.96427,3.8819,3.96427,2230.8000000972
2016-03-18,3.99857,4.32086,3.99857,4.32086,11401.744865362
2016-03-21,4.30042,4.30042,4.27963,4.28656,1508.3935135793
2016-03-29,4.11516,4.25227,4.11516,4.25227,63104.782705453
2016-03-31,4.23867,4.28656,4.23867,4.28656,437.39027028934
2016-04-07,4.21796,4.21796,4.21796,4.21796,360.65513515086
2016-04-08,4.16314,4.16998,4.12884,4.16998,1392.1945946553
2016-04-11,4.12884,4.25227,4.11516,4.25227,4982.3027029199
2016-04-12,4.2249,4.2249,4.2249,4.2249,219.2432432528
2016-04-13,4.2249,4.2249,4.2249,4.2249,183.06810811609
2016-04-21,4.18367,4.2249,4.18367,4.2249,7008.1102705758
2016-04-22,4.11516,4.24542,3.86146,4.24542,66776.010813722
2016-04-27,4.2249,4.24542,4.18367,4.24542,5140.1578380619
2016-05-05,4.23867,4.23867,4.23867,4.23867,116.19891892398
2016-05-06,4.11516,4.23174,4.04656,4.23174,437.39027028934
2016-05-09,4.23174,4.23174,4.23174,4.23174,292.68972974249
2016-05-17,4.21796,4.25227,4.21796,4.25227,23342.828109126
2016-05-18,4.27963,4.28656,4.27963,4.28656,292.68972974249
2016-05-19,4.28656,4.35517,4.28656,4.35517,5980.9556759364
2016-05-20,4.35517,4.45797,4.35517,4.45797,58213.465948483
2016-05-25,4.26613,4.42385,4.26613,4.42385,1676.1145946677
2016-05-27,4.38946,4.38946,4.26613,4.26613,1183.9135135651
2016-05-30,4.26613,4.38262,4.25911,4.36209,8751.0940544355
2016-05-31,4.36885,4.55403,4.36885,4.54719,47409.158920985
2016-06-01,4.54719,4.54719,4.37569,4.54719,248.84108109193
2016-06-09,4.45797,4.58158,4.45797,4.58158,3321.5351352799
2016-06-10,4.58158,4.58158,4.58158,4.58158,35.078918920448
2016-06-16,4.51973,4.52667,4.51973,4.52667,1539.0875676347
2016-06-20,4.49236,4.49236,4.49236,4.49236,58.099459461992
2016-06-23,4.38262,4.80097,4.32086,4.80097,19099.375135968
2016-06-24,4.35517,4.79413,4.35517,4.78729,3.288648648792
2016-06-27,4.58833,4.73246,4.45797,4.52667,4517.5070272239
2016-06-28,4.59526,4.59526,4.45797,4.45797,447.25621623571
2016-06-29,4.59526,4.78045,4.52667,4.78045,6042.3437840472
2016-06-30,4.76685,4.78045,4.55403,4.76685,7761.2108111491
2016-07-01,4.55403,4.76685,4.55403,4.76685,2.192432432528
2016-07-04,4.65692,4.76685,4.52667,4.52667,9861.5610815109
2016-07-05,4.45797,4.5679,4.37569,4.41701,7169.2540543666
2016-07-06,4.38946,4.4992,4.38946,4.4992,2.192432432528
2016-07-07,4.4992,4.52667,4.4992,4.52667,145.79675676311
2016-07-08,4.45797,4.56087,4.45797,4.54044,6154.1578381061
2016-07-11,4.58833,4.58833,4.58833,4.58833,271.86162163347
2016-07-13,4.59526,4.59526,4.38946,4.58833,5154.4086488733
2016-07-15,4.58833,4.77652,4.58833,4.77652,1037.0205405857
2016-07-19,4.47265,4.63184,4.26996,4.41474,7858.7740543966
2016-07-20,4.58122,4.58122,4.58122,4.58122,1.096216216264
2016-07-21,4.58122,4.58122,4.42194,4.58122,229.10918919918
2016-07-22,4.57401,4.57401,4.57401,4.57401,141.41189189806
2016-07-25,4.41474,4.41474,4.41474,4.41474,187.45297298114
2016-07-26,4.41474,4.47265,4.29176,4.47265,4240.1643245092
2016-07-27,4.46526,4.59563,4.46526,4.59563,3872.9318920607
2016-07-28,4.59563,4.77652,4.59563,4.77652,2349.1913514538
2016-07-29,4.55942,4.70418,4.55942,4.70418,1519.3556757419
2016-08-03,4.68247,4.69688,4.67517,4.69688,4198.5081082911
2016-08-04,4.48708,4.55942,4.48708,4.55942,2648.4583784938
2016-08-08,4.55942,4.55942,4.55942,4.55942,137.027027033
2016-08-10,4.38572,4.55942,4.38572,4.55942,378.19459461108
2016-08-11,4.55211,4.55942,4.55211,4.55942,165.52864865586
2016-08-16,4.52329,4.52329,4.52329,4.52329,1519.3556757419
2016-08-18,4.49428,4.55942,4.49428,4.55942,6908.3545948957
2016-08-22,4.55942,4.55942,4.55942,4.55942,302.55567568886
2016-08-29,4.45095,4.45095,4.41474,4.41474,658.82594597466
2016-08-30,4.48708,4.81273,4.41474,4.81273,4000.0929731473
2016-08-31,4.70418,4.70418,4.42194,4.42194,10830.616216688
2016-09-01,4.42194,4.53779,4.37851,4.53779,1023.8659459906
2016-09-02,4.37851,4.50149,4.37851,4.50149,1171.8551351862
2016-09-05,4.50149,4.58833,4.39292,4.58833,1290.2464865427
2016-09-09,4.58833,4.58833,4.38572,4.58833,90.985945949912
2016-09-12,4.38572,4.50888,4.27717,4.50888,4146.9859461267
2016-09-13,4.3496,4.47977,4.30609,4.35671,9514.0605409553
2016-09-14,4.45095,4.45095,4.3205,4.3205,4674.2659461497
2016-09-15,4.45095,4.45095,4.45095,4.45095,1.096216216264
2016-09-16,4.30609,4.40743,4.26996,4.40743,6358.0540543312
2016-09-19,4.44365,4.44365,4.30609,4.30609,156.75891892575
2016-09-20,4.47265,4.47265,4.47265,4.47265,608.40000002652
2016-09-23,4.45806,4.45806,4.45806,4.45806,70.157837840896
2016-09-26,4.29888,4.40023,4.29888,4.40023,1383.4248649252
2016-09-28,4.30609,4.39292,4.30609,4.39292,967.95891896111
2016-09-29,4.3424,4.39292,4.3424,4.39292,690.61621624632
2016-09-30,4.39292,4.39292,4.39292,4.39292,194.03027027873
2016-10-03,4.21195,4.21195,4.21195,4.21195,6.577297297584
2016-10-04,4.37851,4.37851,4.37851,4.37851,1.096216216264
2016-10-05,4.37851,4.45806,4.37851,4.45806,3808.2551353011
2016-10-06,4.3424,4.3424,4.3424,4.3424,3938.7048650366
2016-10-11,4.37851,4.58833,4.37851,4.58833,2533.3556757861
2016-10-12,4.48708,4.48708,4.48708,4.48708,689.52000003006
2016-10-14,4.41474,4.52329,4.41474,4.52329,828.73945949558
2016-10-17,4.3496,4.51599,4.3496,4.51599,537.14594596936
2016-10-21,4.3424,4.47977,4.3424,4.47977,665.40324327225
2016-10-25,4.3496,4.54499,4.3424,4.54499,7461.943784109
2016-10-26,4.35671,4.53779,4.35671,4.53779,520.7027027254
2016-10-27,4.5304,4.68967,4.5304,4.58833,2993.766486617
2016-10-28,4.58833,4.58833,4.58833,4.58833,137.027027033
2016-11-02,4.52329,4.52329,4.52329,4.52329,316.8064865003
2016-11-03,4.47265,4.47265,4.47265,4.47265,1795.6021622404
2016-11-04,4.41474,4.47265,4.41474,4.47265,194.03027027873
2016-11-14,4.37851,4.50888,4.37851,4.50888,2625.4378379523
2016-11-15,4.37851,4.37851,4.37851,4.37851,2232.9924325298
2016-11-16,4.37851,4.50888,4.3424,4.50888,14179.556757375
2016-11-25,4.50888,4.50888,4.50888,4.50888,414.36972974779
2016-11-28,4.50149,4.50149,4.50149,4.50149,219.2432432528
2016-11-30,4.3496,4.47977,4.3496,4.47977,1817.5264865657
2016-12-05,4.46526,4.46526,4.46526,4.46526,97.563243247496
2016-12-06,4.47977,4.58833,4.47977,4.58833,3231.6454055463
2016-12-07,4.52329,4.55942,4.48708,4.55942,2957.5913514803
2016-12-16,4.41474,4.76211,4.41474,4.76211,9728.918919343
2016-12-21,4.55942,4.66805,4.54499,4.54499,363.94378379965
2016-12-22,4.68967,4.68967,4.68967,4.68967,1.096216216264
2016-12-23,4.54499,4.70418,4.54499,4.70418,11977.2583789
2016-12-27,4.69688,4.69688,4.69688,4.69688,346.40432433942
2016-12-28,4.66805,4.66805,4.54499,4.66805,993.17189193518
2016-12-29,4.54499,4.66805,4.54499,4.66805,2032.3848649535
2016-12-30,4.63184,4.66805,4.63184,4.66805,4006.6702704449
2017-01-02,4.66805,4.66805,4.66805,4.66805,689.52000003006
2017-01-03,4.63905,4.63905,4.63905,4.63905,442.87135137066
2017-01-05,4.52329,4.66805,4.52329,4.66805,469.18054056099
2017-01-11,4.7259,4.7259,4.7259,4.7259,1.096216216264
2017-01-13,4.63184,4.7259,4.63184,4.7259,50.425945948144
2017-01-17,4.50888,4.51599,4.37851,4.39292,5219.0854056329
2017-01-18,4.50888,4.83445,4.50888,4.83445,2065.2713514414
2017-01-19,4.68967,4.68967,4.68967,4.68967,15.347027027696
2017-01-20,4.68967,4.68967,4.63184,4.63184,207.1848648739
2017-01-24,4.48708,4.69688,4.47977,4.69688,1216.800000053
2017-01-26,4.69688,4.83445,4.69688,4.83445,4144.7935136942
2017-01-30,4.7331,4.7331,4.7331,4.7331,128.25729730289
2017-01-31,4.70418,4.82724,4.70418,4.82724,10371.301622074
2017-02-02,4.77652,4.92129,4.77652,4.92129,64905.865948775
2017-02-03,4.92129,4.92129,4.92129,4.92129,3385.1156758232
2017-02-06,4.95751,4.9648,4.92129,4.9648,6355.8616218987
2017-02-07,4.9648,4.9648,4.95751,4.9648,1403.1567568179
2017-02-08,4.9648,4.9648,4.9648,4.9648,21.92432432528
2017-02-10,4.74039,4.95751,4.74039,4.95751,436.29405407307
2017-02-13,4.9648,4.9648,4.74751,4.95751,2730.6745947136
2017-02-15,4.95751,4.95751,4.74751,4.74751,71.25405405716
2017-02-16,4.74751,4.95751,4.74039,4.95751,1691.4616216954
2017-02-17,4.95751,4.9648,4.95751,4.95751,1790.1210811591
2017-02-20,4.81273,4.81273,4.81273,4.81273,13845.210811414
2017-02-21,4.63184,4.81273,4.63184,4.81273,416.56216218032
2017-02-22,4.74039,4.74039,4.74039,4.74039,54.8108108132
2017-02-23,4.9648,4.9648,4.63184,4.74039,165.52864865586
2017-02-24,4.88507,4.88507,4.63184,4.63184,2847.9697298539
2017-02-27,4.63184,4.63184,4.63184,4.63184,689.52000003006
2017-02-28,4.59563,4.88507,4.45095,4.84886,4260.9924326182
2017-03-01,4.62445,4.62445,4.59563,4.59563,1112.659459508
2017-03-02,4.59563,4.59563,4.59563,4.59563,200.60756757631
2017-03-03,4.44365,4.62445,4.44365,4.62445,12766.534054611
2017-03-07,4.49428,4.49428,4.47265,4.47265,137.027027033
2017-03-09,4.61733,4.61733,4.61733,4.61733,1.096216216264
2017-03-10,4.54499,4.54499,4.3424,4.48708,12028.780541065
2017-03-13,4.48708,4.48708,4.48708,4.48708,137.027027033
2017-03-14,4.3424,4.47977,4.3424,4.47977,622.65081083795
2017-03-15,4.35671,4.35671,4.3424,4.3424,1529.2216216883
2017-03-16,4.3424,4.47977,4.00942,4.47977,6959.8767570601
2017-03-17,4.47977,4.47977,4.45095,4.45095,1416.3113514131
2017-03-20,4.37851,4.41474,4.37851,4.41474,5879.0075678238
2017-03-21,4.52329,4.55942,4.52329,4.55942,2763.5610812015
