,Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Volume,Wallet,Sell,Buy
2986,2020-11-02,4.89858,5.02975,4.89858,5.02975,1913.9935135969,0.0,3556.85515697103,,
2987,2020-11-03,5.02975,5.02975,5.02975,5.02975,1049.0789189646,0.0,3556.85515697103,,
2988,2020-11-04,4.85479,5.02975,4.81109,4.98606,10391.033513966,0.0,3556.85515697103,,
2989,2020-11-05,4.98606,4.98606,4.89858,4.98606,3931.0313515227,0.0,3556.85515697103,,
2990,2020-11-06,5.02975,5.02975,4.89858,5.02975,1516.0670270931,0.0,3556.85515697103,,
2991,2020-11-09,5.02975,5.02975,4.85479,4.98606,16891.595676412,0.0,3556.85515697103,,
2992,2020-11-10,4.98606,4.98606,4.89858,4.98606,4416.6551353277,0.0,3556.85515697103,,
2993,2020-11-12,4.98606,4.98606,4.89858,4.98606,1755.0421622387,0.0,3556.85515697103,,
2994,2020-11-13,4.89858,4.98606,4.81109,4.98606,8380.5729733383,0.0,3556.85515697103,,
2995,2020-11-16,5.07345,5.07345,4.94227,5.02975,6383.2670273053,0.0,3556.85515697103,,
2996,2020-11-17,5.02975,5.02975,4.85479,4.89858,11475.191351852,0.0,3556.85515697103,,
2997,2020-11-18,4.98606,4.98606,4.85479,4.98606,1804.3718919705,0.0,3556.85515697103,,
2998,2020-11-19,4.98606,4.98606,4.89858,4.98606,5103.9827029252,0.0,3556.85515697103,,
2999,2020-11-20,4.98606,4.98606,4.89858,4.94227,7390.6897300519,0.0,3556.85515697103,,
3000,2020-11-23,4.94227,4.98606,4.89858,4.98606,1875.6259460277,0.0,3556.85515697103,,
3001,2020-11-24,4.98606,4.98606,4.89858,4.98606,1769.2929730501,0.0,3556.85515697103,,
3002,2020-11-25,4.98606,4.98606,4.94227,4.98606,15752.627027714,0.0,3556.85515697103,,
3003,2020-11-26,4.94227,4.98606,4.94227,4.98606,7141.84864896,713.3598787361223,3556.85515697103,,4.98606
3004,2020-11-27,4.98606,4.98606,4.89858,4.94227,24559.628109179,0.0,3525.617127881175,4.94227,
3005,2020-11-30,4.89858,4.94227,4.81109,4.94227,14691.48973037,0.0,3525.617127881175,,
3006,2020-12-01,4.94227,4.94227,4.81109,4.89858,6818.4648651621,0.0,3525.617127881175,,
3007,2020-12-02,4.89858,4.94227,4.85479,4.94227,2057.5978379275,0.0,3525.617127881175,,
3008,2020-12-03,4.89858,4.94227,4.89858,4.94227,1250.7827027572,0.0,3525.617127881175,,
3009,2020-12-04,4.89858,4.94227,4.85479,4.94227,7107.8659462558,0.0,3525.617127881175,,
